"","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachment","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"5971","x","y","r","f","n","f","c","n","u","e","r","s","f","w","w","w","o","f","h","y","d"
"5972","x","y","n","f","y","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","p"
"5973","f","s","p","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","m"
"5974","x","y","e","f","y","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"5975","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","v","g"
"5976","x","s","b","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","v","u"
"5977","k","s","e","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5978","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","s","g"
"5979","x","f","n","f","n","f","w","n","w","e","b","f","f","w","n","w","o","e","w","v","l"
"5980","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","d"
"5981","f","y","w","f","n","f","c","n","w","e","c","s","f","w","w","w","o","f","h","y","d"
"5982","f","s","w","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","s","u"
"5983","f","s","p","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","g"
"5984","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","d"
"5985","f","s","g","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","s","g"
"5986","x","y","n","f","f","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"5987","f","y","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","v","g"
"5988","f","s","g","t","f","f","c","b","h","t","b","f","s","w","w","w","o","p","h","s","g"
"5989","f","s","w","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","s","u"
"5990","x","y","n","f","s","f","c","n","b","t","c","s","k","w","w","w","o","e","w","v","d"
"5991","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","y","d"
"5992","x","y","n","f","f","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","d"
"5993","b","y","b","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5994","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","g"
"5995","x","y","e","f","y","f","c","n","b","t","c","k","s","w","p","w","o","e","w","v","l"
"5996","x","y","n","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","d"
"5997","k","y","b","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5998","x","y","w","f","n","f","c","n","p","e","c","s","f","w","w","w","o","f","h","y","d"
"5999","f","s","b","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","v","u"
"6000","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","y","g"
"6001","x","y","e","f","f","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","p"
"6002","f","s","e","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6003","x","y","e","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","d"
"6004","x","s","n","f","f","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","p"
"6005","f","y","n","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","p"
"6006","f","y","e","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","d"
"6007","k","y","n","f","y","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","l"
"6008","f","y","e","f","y","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","p"
"6009","x","s","e","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"6010","f","y","n","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"6011","f","y","e","f","f","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","d"
"6012","x","s","e","f","s","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6013","x","s","n","f","s","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"6014","f","s","e","f","f","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","d"
"6015","f","s","e","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"6016","f","y","e","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"6017","f","y","n","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"6018","f","y","n","f","f","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","p"
"6019","x","y","e","f","s","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","d"
"6020","k","s","n","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"6021","x","s","n","f","f","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","l"
"6022","f","s","e","f","y","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","d"
"6023","f","y","e","f","s","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","l"
"6024","k","s","e","f","y","f","c","n","b","t","c","s","s","p","p","w","o","e","w","v","p"
"6025","f","y","e","f","y","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6026","x","s","n","f","s","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","p"
"6027","f","s","e","f","y","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6028","f","s","n","f","y","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","l"
"6029","f","y","e","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6030","f","s","e","f","y","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6031","f","s","n","f","s","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","p"
"6032","f","y","e","f","s","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6033","x","s","e","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","l"
"6034","f","s","e","f","f","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","p"
"6035","x","s","n","f","s","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6036","f","y","n","f","s","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6037","x","y","e","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"6038","f","y","n","f","y","f","c","n","b","t","c","k","s","p","w","w","o","e","w","v","l"
"6039","b","s","n","f","n","a","c","b","y","e","c","s","s","o","o","n","o","p","n","c","l"
"6040","f","s","n","f","y","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","d"
"6041","x","s","n","f","n","a","c","b","o","e","c","s","s","o","o","n","o","p","n","v","l"
"6042","f","y","e","f","y","f","c","n","b","t","c","s","s","p","p","w","o","e","w","v","d"
"6043","f","y","n","f","s","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"6044","f","y","e","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6045","f","s","n","f","y","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"6046","x","y","e","f","y","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","l"
"6047","x","s","n","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","d"
"6048","f","s","n","f","s","f","c","n","b","t","c","s","k","w","p","w","o","e","w","v","d"
"6049","f","y","e","f","y","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","d"
"6050","f","s","n","f","f","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6051","f","s","n","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","p"
"6052","f","s","n","f","f","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","l"
"6053","f","y","e","f","s","f","c","n","b","t","c","k","s","w","p","w","o","e","w","v","d"
"6054","f","s","e","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6055","x","y","e","f","f","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"6056","x","s","e","f","y","f","c","n","b","t","c","k","s","w","p","w","o","e","w","v","d"
"6057","f","s","e","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","d"
"6058","f","y","n","f","y","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","p"
"6059","x","y","e","f","f","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","d"
"6060","k","s","e","f","s","f","c","n","b","t","c","s","s","w","p","w","o","e","w","v","l"
"6061","k","s","n","f","f","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"6062","f","y","n","f","f","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","d"
"6063","x","s","e","f","s","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","l"
"6064","x","y","e","f","f","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"6065","f","y","e","f","s","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","p"
"6066","f","y","n","f","s","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","l"
"6067","f","s","e","f","f","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6068","x","s","n","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","p"
"6069","x","f","w","f","n","f","w","b","w","e","e","k","k","w","w","w","t","p","w","n","g"
"6070","f","y","n","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6071","x","s","n","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","d"
"6072","x","s","e","f","f","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","d"
"6073","f","s","n","f","s","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","l"
"6074","f","s","n","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6075","x","y","e","f","s","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"6076","x","s","e","f","f","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6077","f","s","n","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"6078","k","s","n","f","f","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","p"
"6079","f","y","n","f","s","f","c","n","b","t","c","k","s","w","w","w","o","e","w","v","p"
"6080","x","s","n","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","l"
"6081","f","y","e","f","y","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"6082","x","s","e","f","y","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","d"
"6083","f","s","n","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","l"
"6084","f","y","n","f","s","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","p"
"6085","k","y","n","f","y","f","c","n","b","t","c","k","s","w","p","w","o","e","w","v","l"
"6086","f","y","n","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6087","f","s","n","f","y","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","d"
"6088","x","s","e","f","s","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","l"
"6089","f","s","n","f","y","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","l"
"6090","f","s","n","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","d"
"6091","f","s","e","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6092","f","y","n","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"6093","f","s","n","f","f","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","d"
"6094","f","y","n","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6095","f","s","e","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"6096","f","s","e","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6097","x","y","e","f","f","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","p"
"6098","f","s","n","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6099","x","y","e","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","d"
"6100","f","y","e","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"6101","x","s","n","f","f","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","p"
"6102","f","y","n","f","s","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","p"
"6103","f","y","e","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","d"
"6104","x","y","e","f","s","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"6105","f","y","n","f","y","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","d"
"6106","f","y","n","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6107","x","y","e","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"6108","f","y","n","f","y","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"6109","f","s","n","f","s","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"6110","x","s","n","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","p"
"6111","f","y","e","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6112","x","y","e","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","l"
"6113","x","s","e","f","f","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6114","f","s","e","f","f","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","l"
"6115","f","y","e","f","f","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"6116","x","y","e","f","s","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","l"
"6117","x","y","e","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"6118","x","s","n","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6119","x","s","e","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","l"
"6120","k","s","e","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","p"
"6121","x","s","c","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","v","p"
"6122","x","s","e","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6123","f","s","n","f","y","f","c","n","b","t","e","s","s","w","p","w","o","e","w","v","d"
"6124","x","s","n","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"6125","f","y","n","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"6126","f","y","e","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"6127","f","s","e","f","s","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","l"
"6128","x","y","e","f","f","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"6129","x","s","e","f","f","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"6130","x","s","n","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","d"
"6131","x","y","e","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","d"
"6132","f","s","e","f","f","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","p"
"6133","f","s","n","f","y","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","l"
"6134","f","y","e","f","y","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","p"
"6135","x","y","e","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","l"
"6136","k","s","e","f","f","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","p"
"6137","f","y","n","f","s","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","d"
"6138","f","s","n","f","y","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","d"
"6139","x","s","e","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6140","f","s","n","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6141","f","s","e","f","s","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6142","f","y","e","f","y","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","l"
"6143","b","f","w","f","n","f","w","b","g","e","c","s","s","w","w","w","t","p","w","n","g"
"6144","x","y","e","f","s","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","l"
"6145","x","y","e","f","f","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","p"
"6146","f","y","e","f","s","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"6147","f","y","e","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"6148","k","f","w","f","n","f","w","b","g","e","e","k","s","w","w","w","t","p","w","s","g"
"6149","x","s","n","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","p"
"6150","f","s","n","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","p"
"6151","x","s","n","f","s","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","d"
"6152","f","s","e","f","f","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6153","x","s","n","f","f","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","p"
"6154","x","s","n","f","f","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6155","x","s","e","f","s","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"6156","k","s","n","f","y","f","c","n","b","t","c","s","s","w","p","w","o","e","w","v","d"
"6157","x","y","e","f","f","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","d"
"6158","x","s","e","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","d"
"6159","x","y","e","f","f","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6160","x","s","e","f","s","f","c","n","b","t","r","s","s","w","w","w","o","e","w","v","d"
"6161","x","s","e","f","f","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","d"
"6162","x","s","e","f","s","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"6163","x","s","e","f","s","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","d"
"6164","f","y","e","f","s","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","d"
"6165","x","s","n","f","y","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","d"
"6166","f","s","n","f","y","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","d"
"6167","x","s","e","f","f","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"6168","f","s","e","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","p"
"6169","x","s","n","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"6170","f","y","e","f","y","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","d"
"6171","x","s","n","f","y","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","l"
